SCENARIO:
 {
    "control": {
        "seed": 42
    }, 
    "file_name": "svm_wine_split_60", 
    "policy": {
        "step_pipeline": 60
    }, 
    "setup": {
        "algorithm": "SVM", 
        "dataset": "wine", 
        "policy": "split", 
        "runtime": 300
    }, 
    "title": "S VM on Wine with Split policy"
}
## Data Pipeline
Best score: 0.591023821809 (0.0529617199517) [P] | Score: 0.591023821809 (0.0529617199517) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.439456484348 (0.0497320570277) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.725991142071 (0.143052620892) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.972514619883 (0.0274978197556) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.933298933609 (0.0484441567158) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.873357413141 (0.0905990747913) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.966632266942 (0.0368981749401) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.867148262814 (0.0918650817783) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.966632266942 (0.0368981749401) [P]
Best score: 0.978070175439 (0.0268703745951) [P] | Score: 0.966959064327 (0.0565477723624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.977777777778 (0.0272165526976) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.325533195734 (0.0469622715053) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.933298933609 (0.0544437349061) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.669850791194 (0.144102333247) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.516935414517 (0.0922417371729) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.369427244582 (0.0735247953175) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.664622033024 (0.174485158022) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961111111111 (0.0355729124302) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.850842793258 (0.0885376946694) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.928035775714 (0.0655735905922) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.945321637427 (0.064288265556) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.369427244582 (0.0735247953175) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966632266942 (0.0368981749401) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961695906433 (0.0344098755233) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.785395166839 (0.0996653100888) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.458642930857 (0.0965659346217) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966632266942 (0.0368981749401) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.534296525628 (0.0689879255299) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.944083247334 (0.0504653723412) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961369109047 (0.0345872254982) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.56865755074 (0.0914378682528) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.475309597523 (0.10058393981) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.727210182319 (0.119961956654) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.830635104919 (0.107012120583) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972222222222 (0.037267799625) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.275171998624 (0.0108831815042) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.658739680083 (0.107021141466) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.955521155831 (0.0416062645037) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.475309597523 (0.10058393981) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.950257997936 (0.0380647216643) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.421802975576 (0.0291517030463) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.534296525628 (0.0689879255299) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.475309597523 (0.10058393981) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.850842793258 (0.0773761689767) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.523185414517 (0.0691428820785) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972514619883 (0.0274978197556) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.955194358445 (0.0345941572615) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.792657808738 (0.127021136838) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.325825593395 (0.0545916973991) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.83128869969 (0.100692405854) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.667814757482 (0.0495354993886) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972222222222 (0.037267799625) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.445012039904 (0.0529761932648) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.836844255246 (0.105151036498) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.877089783282 (0.0556694584359) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.371476178191 (0.0535412012468) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.934210526316 (0.0725505711673) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.527461730306 (0.0893192721645) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.475309597523 (0.10058393981) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.634264275886 (0.0920250145939) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972514619883 (0.0274978197556) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.967251461988 (0.0356389449946) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.439456484348 (0.0497320570277) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.767339611283 (0.120785071325) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.955521155831 (0.0333736017734) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972514619883 (0.0370596012111) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.955813553492 (0.0323237037442) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.697594169247 (0.108884270818) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.828551771586 (0.10417526012) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966013071895 (0.0382562369324) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.516935414517 (0.0736350346206) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.977743378053 (0.0272938784642) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.364748882009 (0.0615034233631) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.775440746474 (0.100640517148) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972222222222 (0.037267799625) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.889439284486 (0.0816382658715) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.359193326453 (0.0751270817771) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.376739336085 (0.054959450176) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.541574217406 (0.117969218112) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.748213364293 (0.14289857097) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.944994840041 (0.0477772302868) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.850515995872 (0.0813566018648) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.635468266254 (0.0371564807786) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983333333333 (0.0254587538609) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.33108875129 (0.0506941901825) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.906105951152 (0.069465619412) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961076711386 (0.0356160146865) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.517922256622 (0.0785391295924) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.842399810802 (0.100304237745) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.856398348813 (0.0738445380374) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.475309597523 (0.10058393981) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.928620571035 (0.0765243121635) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966632266942 (0.0272798710277) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.74901745786 (0.129207529076) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.815869023048 (0.104797704455) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961076711386 (0.0255189449534) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.94441004472 (0.0497097329339) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.280400756794 (0.0298232235238) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961369109047 (0.0345872254982) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.624344255246 (0.17849432731) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972514619883 (0.0274978197556) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.944375644995 (0.0432109155042) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.707099243206 (0.11516966095) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.827857327141 (0.0836191326756) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966959064327 (0.0269910125167) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.529401014792 (0.100932056351) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.55062994496 (0.10074879526) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.938854489164 (0.0524256912875) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.458642930857 (0.0965659346217) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966339869281 (0.0370608983754) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.726502837977 (0.141594171931) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972514619883 (0.0274978197556) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.624357155143 (0.0424077515085) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.546142930857 (0.114757719189) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.848473512212 (0.0656614756403) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.977450980392 (0.0276312938875) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.517227812178 (0.0830185016875) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.470046439628 (0.101899684807) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.904424664603 (0.0898857059278) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983333333333 (0.0254587538609) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.934502923977 (0.0712778899892) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.380830753354 (0.0692495601374) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.528740970072 (0.0736083157915) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.269289645683 (0.0143865333972) [P]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.878184124527 (0.080472361288) [P]
#################### STEP RESULT ####################
BEST PIPELINE:
 {
    "features": [
        "features_NoneType", 
        {}
    ], 
    "normalizer": [
        "normalizer_PowerTransformer", 
        {}
    ], 
    "rebalance": [
        "rebalance_NearMiss", 
        {
            "rebalance__n_neighbors": 2
        }
    ]
}
BEST ALGO CONFIG:
 {}
BEST SCORE: 0.98918128655 (0.0216473029461)
##################################################
## Algorithm
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.397974716202 (0.0635466544626) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966632266942 (0.0368981749401) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.397974716202 (0.0635466544626) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.921166580667 (0.0713881475514) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.793863949088 (0.0791745426553) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.511272359821 (0.0792925549423) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.437224802202 (0.0888788482391) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.730091159271 (0.0888910725424) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.586564757482 (0.118495888845) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.420564585483 (0.0725474950626) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.944994840041 (0.0538511623319) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.845252837977 (0.0830269284309) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.420564585483 (0.0725474950626) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.420564585483 (0.0725474950626) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.966632266942 (0.0368981749401) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.972187822497 (0.0278466834647) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.944083247334 (0.0504653723412) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.927416580667 (0.0751797702342) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.529183866529 (0.0875024723027) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.799127106983 (0.0637638917966) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.983625730994 (0.0250235004624) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.967251461988 (0.0434444283073) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.884141726866 (0.0733483367784) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.988888888889 (0.0222222222222) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.961403508772 (0.0432867061373) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.98918128655 (0.0216473029461) [A]
Best score: 0.98918128655 (0.0216473029461) [P] | Score: 0.978070175439 (0.0268703745951) [A]
